id,hour,latitude,longitude,date_time,area,heat_wrf,type,moisture_1hr,moisture_10hr,moisture_100hr,moisture_1khr,moisture_live
20473,0,46.0682,-121.394,201508150000Z,0.0107064,352.967,WF,18.0412,17.4259,12.0649,11.1734,72
20474,0,46.0682,-121.389,201508150000Z,0.0488563,4571.84,WF,17.6198,17.0881,11.979,11.1633,72
20475,0,46.0682,-121.377,201508150000Z,0.290932,16599,WF,16.8202,16.4734,11.8558,11.1488,72
20476,0,46.0682,-121.371,201508150000Z,0.921404,61025.2,WF,16.584,16.1679,11.7916,11.1424,72
20477,0,46.0682,-121.366,201508150000Z,0.00543253,620.09,WF,16.4641,15.8894,11.7413,11.1377,72
20478,0,46.0722,-121.394,201508150000Z,3.72102,466158,WF,17.5885,17.2445,12.0133,11.1666,72
20479,0,46.0722,-121.389,201508150000Z,3.47661,320023,WF,17.1122,16.9094,11.9544,11.16,72
20480,0,46.0722,-121.383,201508150000Z,2.35502,293547,WF,16.691,16.5662,11.881,11.1513,72
20481,0,46.0722,-121.377,201508150000Z,1.92675,151182,WF,16.419,16.2631,11.8127,11.1436,72
20482,0,46.0722,-121.371,201508150000Z,0.546484,38254.8,WF,16.4271,15.9826,11.7657,11.1388,72
20483,0,46.0722,-121.366,201508150000Z,0.174519,14338.1,WF,16.395,15.7501,11.701,11.1308,72
20484,0,46.0722,-121.36,201508150000Z,1.05897,79292.1,WF,16.3883,15.5186,11.6511,11.126,72
20485,0,46.0722,-121.354,201508150000Z,4.49723,350127,WF,16.2694,15.2957,11.6023,11.1222,72
20486,0,46.0722,-121.348,201508150000Z,4.5502,400324,WF,16.3417,15.0892,11.5723,11.1198,72
20487,0,46.0762,-121.394,201508150000Z,0.790025,94077.2,WF,17.3904,17.3214,12.1039,11.1768,72
20488,0,46.0762,-121.389,201508150000Z,0.0295085,2943.35,WF,16.9418,16.7905,11.9293,11.1561,72
20489,0,46.0762,-121.383,201508150000Z,0.0104841,1241.53,WF,16.5964,16.4796,11.8728,11.1499,72
20490,0,46.0762,-121.377,201508150000Z,0.0122005,1147.54,WF,16.6271,16.2164,11.8054,11.1419,72
20491,0,46.0762,-121.371,201508150000Z,0.00850842,726.456,WF,16.5349,15.9746,11.7477,11.135,72
20492,0,46.0762,-121.366,201508150000Z,0.0378535,2776.88,WF,16.5929,15.7481,11.6816,11.127,72
